(in /Users/glennroberts/Current_Projects/code/resource_tracking)
Creating report for development
csv_string is org.name,org.type,a.name,a.description,Injecting drug users,Men who have sex with men,Migrants/mobile populations,Prison inmates,Sex Workers,Women,Young people,a.text_for_beneficiaries,a.text_for_targets,a.target,a.budget,a.spend,a.start,a.end,a.provider,Bugesera,Burera,Gakenke,Gasabo,Gatsibo,Gicumbi,Gisagara,Huye,Kamonyi,Karongi,Kayonza,Kicukiro,Kirehe,Muhanga,Musanze,Ngoma,Ngororero,Nyabihu,Nyagatare,Nyamagabe,Nyamasheke,Nyanza,Nyarugenge,Nyaruguru,Rubavu,Ruhango,Rulindo,Rusizi,Rutsiro,Rwamagana,project
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Gisakura Health Center | Nyamasheke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Karambo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Nyundo Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
internal_for_dev2,"","","", , , , , ,yes,yes,"","","","","",2005-03-01,2012-02-29,District of Burera, ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AIDSRelief
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Ruli Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rushashi Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
internal_for_dev2,"","","", , , , , ,yes,yes,"","","","","",2007-03-01,2012-02-29,TRAC+ - Treatment and Research Centre on HIV/AIDS   TB   Malaria and other epidemics, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AIDSRelief
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rusoro Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rutenderi Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
JHPIEGO,Ngo,"","", , , , , , , ,"","","","","","","",Rutake Health Center | Gakenke, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SPREAD,Ngo,To train Peer Educators( Youth and Adults) to conduct BCC for HIV prevention   RH/FP   MCH and clean water/sanitation,Cooperative Health Agents Training- Peer Educators, , , , , , , ,Pyrethrum farmers and their families,60 Youth   60 Adults trained,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
ICAP,Ngo,"","", ,yes,yes,yes, ,yes,yes,"","","","","",2005-02-22,2012-02-23,ICAP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MCAP (Multicountry Columbia  Antiretroviral Programs)
JHPIEGO,Ngo,"",Train master trainers in MC surgery and counselors trained in MC specific counseling, , , , , , , ,None of the above.  The funding is specifically for Rwandan Defense Forces (RDF),"","","","",2009-07-01,2010-12-31,JHPIEGO,yes, , , , ,yes, ,yes, ,yes, ,yes, ,yes, ,yes, , ,yes,yes, , , , ,yes, , ,yes, , ,Department of Defense HIV/AIDS Prevention Program
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,District health system strengthening; health units and Hospitals,TA to the health system strengthening to Districts , , , , , , , ,"","","",34014222.0,32886679.0,2008-07-01,2012-12-01,German cooperation (GTZ   KfW   DED   CIM   InWent), , , , , ,yes,yes,yes, , , , , , ,yes, , , , , , , , ,yes, , , , , , ,Health program of the German Development Cooperation GDC 
BTC/CTB,Ngo,Project Coordination - PAPSDSK / KIGALI CITY COUNCIL,Adapter efficacement les instances de gestion de la Ville de Kigali, , , , , , , ,"","","",300000.0,192352.0,2009-08-01,2013-01-31,BTC/CTB, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
EGPAF,Ngo,In-County Support Staff,In country support staff supporting HIV clinical services   MCH   Family Planning and Reproductive Health. , , , , , , , ,"","","",301099.0,209757.0,2008-01-01,2012-01-01,EGPAF,yes, , , ,yes, , , , , ,yes,yes, , , , , , , , , , , , , , , , , ,yes,HIV Clinical Services
EGPAF,Ngo,"","", , , , , , , ,"","","","",3302.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,WFP
Access Project,Ngo,"",Communication= 9  990  720    Office supplies =3  528  576    Rent of premises =4  790  016    Other charges =12  716  928    Research and treatment: 107  657  990, , , , , , , ,"","","","",130894314.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NTD Program
SPREAD,Ngo,Field observation visits/supervision of pyrethrum health extension agents and peer educators( youth/adults), Monitoring for quality of outreach activities, , , , , , , ,pyrethrum farmers,20% of health extension agents and peer educators( youth/adults) observed/supervised in the field,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
SPREAD,Ngo,Montly meetings/ refresher trainings of py/health extension agents and peer educators,Monthly follow-up, , , , , , , ,Health Extension Agents and Peer Educators,95% active post-trainings,"","","",2009-10-01,2010-10-30,SPREAD, , , , , , , , , , , , , , ,yes, , ,yes, , , , , , ,yes, , , , , ,SPREAD
SPREAD,Ngo,Print and distribute T-shirts   bags and umbrellas with SPREAD Health Program logo and specific health message to coop health ,Marketing, , , , , , , ,Health Extension Agents    Peer Educators( Youth/Adults) and Partners,600 T-shirts   200 bags and 200 umbrellas printed/distributed,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , ,yes, , ,yes, ,yes, , , , ,yes, , , , , ,SPREAD
Concern,Ngo,"",CHW annual refresher training & performance review meetings to analyse barriers   address key performance areas to improve in IMCI , , , , , , , ,Binomes,"","",80106.0,"",2010-09-15,2011-02-28,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
SPREAD,Ngo,Cooperatives will sell Sur Eau and Prudence via coop offices and/or Animateurs and Peer Educators( Adults),Social marketing of product, , , , , , , ,Coffee/pyre thrum farmers and their families,12000 prudence condoms sold and 195  000 liters of water disinfected,"","","",2009-10-01,2010-09-30,SPREAD, , , , , , , ,yes, , , , , , ,yes, , ,yes, ,yes, , , , ,yes, , , , , ,SPREAD
WHO,Donor,"","", , , , , , , ,"","","",1614500.0,156042.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Communicable Diseases
Voxiva,Ngo,"",Intervention 2: Maintain and Upgrade TRACnet, , , , , , , ,"","","",385000.0,"",2010-10-01,2011-09-30,Voxiva, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TRACnet
Voxiva,Ngo,"",Intervention 5: Other activities, , , , , , , ,"","","",77000.0,"","","",Voxiva, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TRACnet
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Support to social marketing of family planning products  with PSI, , , , , , , ,"","","","","","","",German Cooperation (kfw), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Co-financing of the Capacity Development Pooled Fund, , , , , , , ,"","","",70000000.0,"",2010-07-01,2012-12-01,German Cooperation (kfw), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
Population Services International (PSI),Ngo,Information   Education and Communication,Conduct sensitisation activities; produce and distribute communication materials , , , , , , , ,General population ,"","",0.0,36794.785,2007-10-01,2010-09-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Global Fund malaria Round 3 RCC
Population Services International (PSI),Ngo,Promotion and Advertising,Mass media campaign through integrated malaria messages , , , , , , , ,General population ,"","",0.0,72165.402,2007-10-01,2010-09-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Global Fund malaria Round 3 RCC
Concern,Ngo,Capacity Building,Capacity Building training of CDC and COSA members on leadership and community mobilization for behavior change, , , , , , , ,"","","",5213.0,5446.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Support to TWG Family Planning   TWG/Task Force MCH and Adolescent Reproductive Health  , , , , , , , ,"","","",15304256.0,24304256.0,2008-01-01,2012-12-01,German cooperation (GTZ   KfW   DED   CIM   InWent), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Health program of the German Development Cooperation GDC 
Population Services International (PSI),Ngo,Training ,Build capacity of partners to design implement and sustain behaviour change programs over time, , , , , , , ,Public and private sector partners and CBOs.  ,"","",0.0,10731.6355,2007-10-01,2010-09-30,Population Services International (PSI),yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Global Fund malaria Round 3 RCC
EGPAF,Ngo,"","", , , , , , , ,"","","",17491.0,16550.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,CRS
Concern,Ngo,Capacity Building,Capacity Building training of CDC and COSA members on leadership and community mobilization for behavior change, , , , , , , ,"","","",5000.0,4000.0,2010-07-01,2011-06-30,Concern Worldwide Rwanda, , , , , , ,yes, , , , , , , , , , , , , , , , ,yes, , , , , , ,Concern Worldwide Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Population Services International (PSI),Ngo,Sub-awards , To provide subgrants to Community Based NGOs to conduct BCC campaigns , , , , , , , ,Community Based NGOs ,"","",0.0,19563.14,2007-10-01,2010-09-30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Global Fund malaria Round 3 RCC
Concern,Ngo,Capacity Building,M&E analysis and feedback reporting, , , , , , , ,"","","",2705.0,1725.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,Capacity Building,District project staff building the capacity of health providers and local leaders in community -IMCI, , , , , , , ,"","","",123144.0,164970.0,2010-06-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",CHW annual refresher training & performance review meetings to analyse barriers   address key performance areas to improve in IMCI , , , , , , , ,"","","",21075.0,30403.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
German cooperation (GTZ   KfW   DED   CIM   InWent),Ngo,"",Conduct research on nutrition and training of services providers , , , , , , , ,"","","",17300000.0,12189148.0,2009-07-01,2012-12-01,German cooperation (GTZ   KfW   DED   CIM   InWent), , , , , ,yes,yes,yes, , , , , , ,yes, , , , , , , , ,yes, , , , , , ,Health program of the German Development Cooperation GDC 
Concern,Ngo,"",Senior Community Leaders Semi-annual meeting in Care Group areas of social mobilization & behaviour changes , , , , , , , ,"","","",841.0,3255.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
AFRICARE,Ngo,"",Food and nutrition interventions for people living with HIV/AIDS, , , , , ,yes,yes,People living with HIV/AIDS,Reaching out 1903 PLWHA Households in Nyamagabe District with food and nutrition services.,"",378463.0,"",2008-08-01,2013-07-31,AFRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Concern,Ngo,"",Advance community mobilization for Care Group members, , , , , , , ,"","","",673.0,30.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",Quarterly technical team planning and program reviews   , , , , , , , ,"","","",3816.0,20.0,"","",World Relief, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",Annual Project Review with district health management team , , , , , , , ,"","","",3573.0,0.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",Training of CHWs on BCC modules and job aids, , , , , , , ,"","","",13372.0,13955.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
EGPAF,Ngo,Training,Support for Districts to implement training. , , , , , , , ,"","","",417420.0,"",2008-01-01,2012-01-01,EGPAF,yes, , , ,yes, , , , , ,yes,yes, , , ,yes, , , , , , , , , , , , , ,yes,HIV Clinical Services
ICAP,Ngo,TB Lab,Building capacity for diagnosis of TB,yes,yes,yes,yes,yes,yes,yes,"","","",38451.0,0.0,2009-10-01,2011-09-30,BUTARE CHU National Hospital | Huye, , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , ,SCMOH
Concern,Ngo,"",Printing Com-IMCI BCC 3  681 counseling cards for CHWs and posters for 614 CHWs , , , , , , , ,"","","",25436.0,0.0,2010-07-01,2011-06-30,World Relief, , , , , , , , , , , , , , , , , , , ,yes,yes, , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
Concern,Ngo,"",Direct and indirect support costs, , , , , , , ,"","","",101640.0,137747.0,"","", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,World Relief Rwanda Expanded Impact for Child Survival Program- Kabeho Mwana
BTC/CTB,Ngo,PMU - PAPSDSK - CTB,Compléter et augmenter l'offre des soins suivant les besoins de la population de la ville de Kigali, , , , , , , ,"","","",1500000.0,929207.0,2009-08-01,2013-01-31,BTC/CTB, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
ICAP,Ngo,"",Pediatrics activities:         -Developing and implementing a national advanced pediatric  HIV training program for  multidisciplinary team members from district hospitals all around the country.        -Development  of a quality model of Pediatric HIV care and supporting its implementation in district hospitals.          TB Lab: building capacity for diagnosis of TB ,yes,yes,yes,yes,yes,yes,yes,"","","",81702.0,25850.0,2009-10-01,2011-09-30,CHK/CHUK National Hospital | Nyarugenge, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,SCMOH
BTC/CTB,Ngo,PMU - PAPSDSK,Compléter et augmenter l'offre des soins selon les besoins de la population de Kigali, , , , , , , ,"","","",1500000.0,929227.0,2009-08-01,2013-01-31,BTC/CTB, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
BTC/CTB,Ngo,PMU - PAPSDSK,Améliorer la qualité de soins et des services de santé de la ville de Kigali, , , , , , , ,"","","",50000.0,47153.0,2009-08-01,2013-01-31,BTC/CTB, , , ,yes, , , , , , , ,yes, , , , , , , , , , ,yes, , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
BTC/CTB,Ngo,PMU - PAPSDSK,Assistance technique, , , , , , , ,"","","",500000.0,341763.0,2009-08-01,2013-08-31,BTC/CTB, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
BTC/CTB,Ngo,PMU - PAPSDSK,Investments - vehicles, , , , , , , ,"","","",65000.0,40275.0,2009-08-01,2010-09-02,BTC/CTB, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
ICAP,Ngo,Mugonero Hospital,"", , , , , , , ,"","","","","","","", , , , ,yes, , , ,yes, ,yes, ,yes, , , , ,yes, , , , , ,yes, ,yes, , , ,yes, ,MCAP (Multicountry Columbia  Antiretroviral Programs)
BTC/CTB,Ngo,PMU - PAPSDSK,Frais de fonctionnement / Operating costs, , , , , , , ,"","","",25000.0,14348.0,2009-08-01,2013-01-31,BTC/CTB, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Programme d'Appui au Plan Stratégique de Développement Sanitaire de la Ville de Kigali ( PAPSDSK)
ICAP,Ngo,"",This activity aims at building the capacity of nurses in HIV AIDS Care and Treatment.,yes,yes,yes,yes,yes,yes,yes,"","","",43631.0,63247.0,2009-02-23,2011-02-22,ICAP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,INCI
ICAP,Ngo,"",Developping and implementing tools to improve national HIV data quality.,yes,yes,yes,yes,yes,yes,yes,"","","",61370.0,34108.0,2009-10-01,2010-09-30,ICAP, , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , ,VOXIVA
ICAP,Ngo,"", strengthening the capacity of the Ministry of Health in tuberculosis   laboratory and pediatrics in respect to HIV / AIDS care and treatment., , , , , , , ,University teaching hospitals,"","",0.0,509870.0,2005-04-01,2010-03-31,BUTARE CHU National Hospital | Huye, , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , ,UTAP (University Technical Assistance Program)
internal_for_dev3,"",a2,"", , , , , , , ,"","","","","","","",internal_for_dev3, ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,p


